time,field_value,field_friendly_name
2025-09-03T13:51:34.912328Z,132.0,offlineLVA-globalStress
2025-09-03T13:51:34.921346Z,54.0,offlineLVA-riskProbability
2025-09-03T13:51:34.930315Z,145.0,offlineLVA-riskStress
2025-09-03T13:51:34.942239Z,108.0,offlineLVA-subjectiveEffortLevel
2025-09-03T13:51:34.957594Z,18.0,offlineLVA-value
2025-09-03T13:51:34.967950Z,13.0,onlineLVA
2025-09-03T13:51:34.976676Z,1209.0,overallCognitiveActivity
2025-09-03T13:51:34.985857Z,3.0,oz1
2025-09-03T13:51:34.995640Z,3.0,oz2
2025-09-03T13:51:35.004302Z,113.0,risk1
2025-09-03T13:51:35.012689Z,70.0,risk2
2025-09-03T13:51:35.022214Z,133.0,riskOZ
2025-09-03T13:51:35.031486Z,0.0,sad
2025-09-03T13:51:35.040364Z,9.0,stress
2025-09-03T13:51:35.050410Z,24.0,uncertainty
2025-09-03T13:51:35.059936Z,0.0,uneasy
2025-09-03T13:51:35.069330Z,13.0,voiceEnergy
2025-09-03T13:51:35.079042Z,1.0,EDP-Anticipation
2025-09-03T13:51:35.087901Z,78.0,EDP-Concentrated
2025-09-03T13:51:35.097148Z,31.0,EDP-Confident
2025-09-03T13:51:35.106270Z,56.0,EDP-Distress
2025-09-03T13:51:35.115861Z,83.0,EDP-Emotional
2025-09-03T13:51:35.125032Z,32.0,EDP-Energetic
2025-09-03T13:51:35.135072Z,41.0,EDP-Hesitation
2025-09-03T13:51:35.145513Z,0.0,EDP-Passionate
2025-09-03T13:51:35.155221Z,64.0,EDP-Stressful
2025-09-03T13:51:35.166002Z,26.0,EDP-Thoughtful
2025-09-03T13:51:35.177522Z,1.0,EDP-Uneasy
2025-09-03T13:51:35.190659Z,1.0,EmotionPlayer-Aggression
2025-09-03T13:51:35.200741Z,74.0,EmotionPlayer-Energy
2025-09-03T13:51:35.210592Z,0.0,EmotionPlayer-Joy
2025-09-03T13:51:35.220387Z,255.0,EmotionPlayer-Risk
2025-09-03T13:51:35.229987Z,0.0,EmotionPlayer-Sad
2025-09-03T13:51:35.240320Z,74.0,EmotionPlayer-Stress
2025-09-03T13:51:35.250144Z,27.0,JQ
2025-09-03T13:51:35.261059Z,55.0,JQcl
2025-09-03T13:51:35.271395Z,96.0,LVA-CognitiveStress
2025-09-03T13:51:35.281953Z,92.0,LVA-EmotionStress
2025-09-03T13:51:35.292824Z,85.0,LVA-EnergyStress
2025-09-03T13:51:35.303535Z,131.0,LVA-GlobalStress
2025-09-03T13:51:35.314187Z,94.0,LVA-MentalEffort
2025-09-03T13:51:35.325013Z,111.0,LVA-SOSStress
2025-09-03T13:51:35.336593Z,112.0,LVARiskStress
2025-09-03T13:51:35.351227Z,93.0,SOS
2025-09-03T13:51:35.361972Z,680.0,VOL1
2025-09-03T13:51:35.372156Z,64.0,VOL2
2025-09-03T13:51:35.382479Z,0.0,aggression
2025-09-03T13:51:35.393157Z,0.0,anticipation
2025-09-03T13:51:35.403556Z,0.0,arousal
2025-09-03T13:51:35.413740Z,30.0,atmosphere
2025-09-03T13:51:35.424446Z,0.0,channel
2025-09-03T13:51:35.435042Z,107.0,cognitiveHighLowBalance
2025-09-03T13:51:35.445659Z,18.0,concentration
2025-09-03T13:51:35.456548Z,0.0,dissatisfied
2025-09-03T13:51:35.466757Z,54.0,emotionBalance
2025-09-03T13:51:35.477869Z,187.0,emotionCognitiveRatio
2025-09-03T13:51:35.490939Z,14.0,emotionEnergyBalance
2025-09-03T13:51:35.504360Z,9.0,energy
2025-09-03T13:51:35.514766Z,30.0,excitement
2025-09-03T13:51:35.525649Z,10.0,extremeEmotion
2025-09-03T13:51:35.536853Z,70.0,finalRiskLevel
2025-09-03T13:51:35.547409Z,18.0,hesitation
2025-09-03T13:51:35.557689Z,3.0,imagination
2025-09-03T13:51:35.570336Z,31.0,index
2025-09-03T13:51:35.580743Z,0.0,joy
2025-09-03T13:51:35.591369Z,0.0,mentalEffort
2025-09-03T13:51:35.603858Z,98.0,offlineLVA-cognitiveStress
2025-09-03T13:51:35.614816Z,0.0,offlineLVA-deceptionPatterns
2025-09-03T13:51:35.627586Z,91.0,offlineLVA-emotionStress
2025-09-03T13:51:35.638114Z,68.0,offlineLVA-frgStress
2025-09-03T13:51:35.651546Z,130.0,offlineLVA-globalStress
2025-09-03T13:51:35.672903Z,5.0,offlineLVA-riskProbability
2025-09-03T13:51:35.686840Z,106.0,offlineLVA-riskStress
2025-09-03T13:51:35.700693Z,96.0,offlineLVA-subjectiveEffortLevel
2025-09-03T13:51:35.715191Z,13.0,offlineLVA-value
2025-09-03T13:51:35.729616Z,13.0,onlineLVA
2025-09-03T13:51:35.742966Z,1635.0,overallCognitiveActivity
2025-09-03T13:51:35.756413Z,3.0,oz1
2025-09-03T13:51:35.769263Z,3.0,oz2
2025-09-03T13:51:35.782837Z,112.0,risk1
2025-09-03T13:51:35.796714Z,70.0,risk2
2025-09-03T13:51:35.810545Z,133.0,riskOZ
2025-09-03T13:51:35.824851Z,0.0,sad
2025-09-03T13:51:35.841607Z,9.0,stress
2025-09-03T13:51:35.855517Z,16.0,uncertainty
2025-09-03T13:51:35.868706Z,0.0,uneasy
2025-09-03T13:51:35.880145Z,13.0,voiceEnergy
2025-09-03T13:51:35.889908Z,3.0,EDP-Anticipation
2025-09-03T13:51:35.900747Z,83.0,EDP-Concentrated
2025-09-03T13:51:35.910490Z,30.0,EDP-Confident
2025-09-03T13:51:35.918956Z,55.0,EDP-Distress
2025-09-03T13:51:35.929516Z,82.0,EDP-Emotional
2025-09-03T13:51:35.939288Z,34.0,EDP-Energetic
2025-09-03T13:51:35.949203Z,47.0,EDP-Hesitation
2025-09-03T13:51:35.958889Z,0.0,EDP-Passionate
2025-09-03T13:51:35.969341Z,64.0,EDP-Stressful
2025-09-03T13:51:35.978122Z,25.0,EDP-Thoughtful
2025-09-03T13:51:35.987620Z,1.0,EDP-Uneasy
2025-09-03T13:51:35.997107Z,11.0,EmotionPlayer-Aggression
2025-09-03T13:51:36.006810Z,76.0,EmotionPlayer-Energy
2025-09-03T13:51:36.019437Z,0.0,EmotionPlayer-Joy
2025-09-03T13:51:36.029067Z,255.0,EmotionPlayer-Risk
2025-09-03T13:51:36.038765Z,0.0,EmotionPlayer-Sad
2025-09-03T13:51:36.049544Z,74.0,EmotionPlayer-Stress
2025-09-03T13:51:36.058541Z,27.0,JQ
2025-09-03T13:51:36.068000Z,53.0,JQcl
2025-09-03T13:51:36.076655Z,95.0,LVA-CognitiveStress
2025-09-03T13:51:36.088843Z,94.0,LVA-EmotionStress
2025-09-03T13:51:36.098871Z,86.0,LVA-EnergyStress
2025-09-03T13:51:36.107443Z,129.0,LVA-GlobalStress
2025-09-03T13:51:36.118344Z,96.0,LVA-MentalEffort
2025-09-03T13:51:36.127811Z,118.0,LVA-SOSStress
2025-09-03T13:51:36.136743Z,111.0,LVARiskStress
2025-09-03T13:51:36.146116Z,100.0,SOS
2025-09-03T13:51:36.155776Z,680.0,VOL1
2025-09-03T13:51:36.167911Z,64.0,VOL2
2025-09-03T13:51:36.180375Z,0.0,aggression
2025-09-03T13:51:36.199019Z,0.0,anticipation
2025-09-03T13:51:36.212342Z,0.0,arousal
2025-09-03T13:51:36.226060Z,30.0,atmosphere
2025-09-03T13:51:36.240231Z,1.0,channel
2025-09-03T13:51:36.252501Z,100.0,cognitiveHighLowBalance
2025-09-03T13:51:36.264572Z,21.0,concentration
2025-09-03T13:51:36.273891Z,0.0,dissatisfied
2025-09-03T13:51:36.284751Z,53.0,emotionBalance
2025-09-03T13:51:36.299074Z,182.0,emotionCognitiveRatio
2025-09-03T13:51:36.312340Z,13.0,emotionEnergyBalance
2025-09-03T13:51:36.323541Z,10.0,energy
2025-09-03T13:51:36.334642Z,30.0,excitement
2025-09-03T13:51:36.345865Z,12.0,extremeEmotion
2025-09-03T13:51:36.356877Z,91.0,finalRiskLevel
2025-09-03T13:51:36.370378Z,19.0,hesitation
2025-09-03T13:51:36.380408Z,5.0,imagination
2025-09-03T13:51:36.392287Z,32.0,index
2025-09-03T13:51:36.403713Z,0.0,joy
2025-09-03T13:51:36.414488Z,0.0,mentalEffort
2025-09-03T13:51:36.424840Z,98.0,offlineLVA-cognitiveStress
2025-09-03T13:51:36.437634Z,0.0,offlineLVA-deceptionPatterns
2025-09-03T13:51:36.448369Z,91.0,offlineLVA-emotionStress
2025-09-03T13:51:36.459163Z,64.0,offlineLVA-frgStress
2025-09-03T13:51:36.469975Z,130.0,offlineLVA-globalStress
2025-09-03T13:51:36.481133Z,5.0,offlineLVA-riskProbability
2025-09-03T13:51:36.492571Z,105.0,offlineLVA-riskStress
2025-09-03T13:51:36.503999Z,97.0,offlineLVA-subjectiveEffortLevel
2025-09-03T13:51:36.514942Z,13.0,offlineLVA-value
2025-09-03T13:51:36.525958Z,13.0,onlineLVA
2025-09-03T13:51:36.536949Z,1621.0,overallCognitiveActivity
2025-09-03T13:51:36.548228Z,4.0,oz1
2025-09-03T13:51:36.558220Z,3.0,oz2
2025-09-03T13:51:36.568938Z,111.0,risk1
2025-09-03T13:51:36.579309Z,91.0,risk2
2025-09-03T13:51:36.592088Z,194.0,riskOZ
2025-09-03T13:51:36.602082Z,0.0,sad
2025-09-03T13:51:36.612538Z,9.0,stress
2025-09-03T13:51:36.623323Z,17.0,uncertainty
2025-09-03T13:51:36.634431Z,0.0,uneasy
2025-09-03T13:51:36.645922Z,13.0,voiceEnergy
2025-09-03T13:51:36.656650Z,7.0,EDP-Anticipation
2025-09-03T13:51:36.670097Z,72.0,EDP-Concentrated
2025-09-03T13:51:36.680918Z,35.0,EDP-Confident
2025-09-03T13:51:36.692384Z,48.0,EDP-Distress
2025-09-03T13:51:36.703438Z,80.0,EDP-Emotional
2025-09-03T13:51:36.713905Z,29.0,EDP-Energetic
2025-09-03T13:51:36.725382Z,47.0,EDP-Hesitation
2025-09-03T13:51:36.737378Z,0.0,EDP-Passionate
2025-09-03T13:51:36.748245Z,61.0,EDP-Stressful
2025-09-03T13:51:36.758261Z,21.0,EDP-Thoughtful
2025-09-03T13:51:36.769251Z,1.0,EDP-Uneasy
2025-09-03T13:51:36.779320Z,1.0,EmotionPlayer-Aggression
2025-09-03T13:51:36.793581Z,69.0,EmotionPlayer-Energy
2025-09-03T13:51:36.808291Z,0.0,EmotionPlayer-Joy
2025-09-03T13:51:36.819077Z,255.0,EmotionPlayer-Risk
2025-09-03T13:51:36.830082Z,0.0,EmotionPlayer-Sad
2025-09-03T13:51:36.841384Z,76.0,EmotionPlayer-Stress
2025-09-03T13:51:36.854317Z,24.0,JQ
2025-09-03T13:51:36.864863Z,49.0,JQcl
2025-09-03T13:51:36.875387Z,96.0,LVA-CognitiveStress
2025-09-03T13:51:36.886011Z,98.0,LVA-EmotionStress
2025-09-03T13:51:36.897067Z,77.0,LVA-EnergyStress
2025-09-03T13:51:36.907324Z,115.0,LVA-GlobalStress
2025-09-03T13:51:36.918003Z,83.0,LVA-MentalEffort
2025-09-03T13:51:36.928762Z,118.0,LVA-SOSStress
2025-09-03T13:51:36.939603Z,113.0,LVARiskStress
2025-09-03T13:51:36.950567Z,100.0,SOS
2025-09-03T13:51:36.962672Z,742.0,VOL1
2025-09-03T13:51:36.974106Z,64.0,VOL2
2025-09-03T13:51:36.985742Z,0.0,aggression
2025-09-03T13:51:36.996522Z,0.0,anticipation
2025-09-03T13:51:37.008133Z,0.0,arousal
2025-09-03T13:51:37.018358Z,30.0,atmosphere
2025-09-03T13:51:37.029226Z,0.0,channel
2025-09-03T13:51:37.039836Z,82.0,cognitiveHighLowBalance
2025-09-03T13:51:37.050455Z,17.0,concentration
2025-09-03T13:51:37.062403Z,0.0,dissatisfied
2025-09-03T13:51:37.070998Z,50.0,emotionBalance
2025-09-03T13:51:37.083367Z,166.0,emotionCognitiveRatio
2025-09-03T13:51:37.094276Z,16.0,emotionEnergyBalance
2025-09-03T13:51:37.108824Z,7.0,energy
2025-09-03T13:51:37.119842Z,30.0,excitement
2025-09-03T13:51:37.132264Z,13.0,extremeEmotion
2025-09-03T13:51:37.142917Z,98.0,finalRiskLevel
2025-09-03T13:51:37.154755Z,19.0,hesitation
2025-09-03T13:51:37.165324Z,0.0,imagination
2025-09-03T13:51:37.175846Z,33.0,index
2025-09-03T13:51:37.188201Z,0.0,joy
2025-09-03T13:51:37.198298Z,0.0,mentalEffort
2025-09-03T13:51:37.209037Z,97.0,offlineLVA-cognitiveStress
2025-09-03T13:51:37.219829Z,0.0,offlineLVA-deceptionPatterns
2025-09-03T13:51:37.232031Z,98.0,offlineLVA-emotionStress
2025-09-03T13:51:37.242768Z,69.0,offlineLVA-frgStress
2025-09-03T13:51:37.255503Z,123.0,offlineLVA-globalStress
2025-09-03T13:51:37.266030Z,5.0,offlineLVA-riskProbability
2025-09-03T13:51:37.276539Z,105.0,offlineLVA-riskStress
2025-09-03T13:51:37.287774Z,84.0,offlineLVA-subjectiveEffortLevel
2025-09-03T13:51:37.296955Z,13.0,offlineLVA-value
2025-09-03T13:51:37.305930Z,13.0,onlineLVA
2025-09-03T13:51:37.314550Z,1417.0,overallCognitiveActivity
2025-09-03T13:51:37.324323Z,4.0,oz1
2025-09-03T13:51:37.333249Z,4.0,oz2
2025-09-03T13:51:37.342986Z,113.0,risk1
2025-09-03T13:51:37.354001Z,98.0,risk2
2025-09-03T13:51:37.364190Z,255.0,riskOZ
2025-09-03T13:51:37.373440Z,0.0,sad
2025-09-03T13:51:37.383491Z,7.0,stress
2025-09-03T13:51:37.392206Z,16.0,uncertainty
2025-09-03T13:51:37.401916Z,0.0,uneasy
2025-09-03T13:51:37.412216Z,14.0,voiceEnergy
2025-09-03T13:51:37.423678Z,7.0,EDP-Anticipation
2025-09-03T13:51:37.436359Z,73.0,EDP-Concentrated
2025-09-03T13:51:37.446416Z,36.0,EDP-Confident
2025-09-03T13:51:37.455508Z,47.0,EDP-Distress
2025-09-03T13:51:37.466205Z,80.0,EDP-Emotional
2025-09-03T13:51:37.475584Z,30.0,EDP-Energetic
2025-09-03T13:51:37.486246Z,53.0,EDP-Hesitation
2025-09-03T13:51:37.497342Z,0.0,EDP-Passionate
2025-09-03T13:51:37.509816Z,62.0,EDP-Stressful
2025-09-03T13:51:37.520784Z,21.0,EDP-Thoughtful
2025-09-03T13:51:37.532145Z,1.0,EDP-Uneasy
2025-09-03T13:51:37.546087Z,8.0,EmotionPlayer-Aggression
2025-09-03T13:51:37.557021Z,71.0,EmotionPlayer-Energy
2025-09-03T13:51:37.566399Z,0.0,EmotionPlayer-Joy
2025-09-03T13:51:37.575666Z,255.0,EmotionPlayer-Risk
2025-09-03T13:51:37.584914Z,0.0,EmotionPlayer-Sad
2025-09-03T13:51:37.592909Z,79.0,EmotionPlayer-Stress
2025-09-03T13:51:37.602333Z,25.0,JQ
2025-09-03T13:51:37.610689Z,49.0,JQcl
2025-09-03T13:51:37.620088Z,97.0,LVA-CognitiveStress
2025-09-03T13:51:37.633454Z,99.0,LVA-EmotionStress
2025-09-03T13:51:37.643749Z,77.0,LVA-EnergyStress
2025-09-03T13:51:37.656862Z,116.0,LVA-GlobalStress
2025-09-03T13:51:37.668463Z,87.0,LVA-MentalEffort
2025-09-03T13:51:37.679916Z,122.0,LVA-SOSStress
2025-09-03T13:51:37.691583Z,117.0,LVARiskStress
2025-09-03T13:51:37.702570Z,106.0,SOS
2025-09-03T13:51:37.713674Z,742.0,VOL1
2025-09-03T13:51:37.725175Z,64.0,VOL2
2025-09-03T13:51:37.736395Z,0.0,aggression
2025-09-03T13:51:37.746891Z,0.0,anticipation
2025-09-03T13:51:37.759092Z,0.0,arousal
2025-09-03T13:51:37.772631Z,30.0,atmosphere
2025-09-03T13:51:37.782905Z,1.0,channel
2025-09-03T13:51:37.796662Z,82.0,cognitiveHighLowBalance
2025-09-03T13:51:37.812244Z,17.0,concentration
2025-09-03T13:51:37.826705Z,0.0,dissatisfied
2025-09-03T13:51:37.838445Z,50.0,emotionBalance
2025-09-03T13:51:37.849973Z,165.0,emotionCognitiveRatio
2025-09-03T13:51:37.861192Z,16.0,emotionEnergyBalance
2025-09-03T13:51:37.909828Z,7.0,energy
2025-09-03T13:51:37.910047Z,30.0,excitement
2025-09-03T13:51:37.910225Z,13.0,extremeEmotion
2025-09-03T13:51:37.912027Z,98.0,finalRiskLevel
2025-09-03T13:51:37.928168Z,20.0,hesitation
2025-09-03T13:51:37.942251Z,0.0,imagination
2025-09-03T13:51:37.954179Z,34.0,index
2025-09-03T13:51:37.965512Z,0.0,joy
2025-09-03T13:51:37.974325Z,0.0,mentalEffort
2025-09-03T13:51:37.985655Z,99.0,offlineLVA-cognitiveStress
2025-09-03T13:51:37.995626Z,0.0,offlineLVA-deceptionPatterns
2025-09-03T13:51:38.006175Z,99.0,offlineLVA-emotionStress
2025-09-03T13:51:38.016002Z,69.0,offlineLVA-frgStress
2025-09-03T13:51:38.024921Z,124.0,offlineLVA-globalStress
2025-09-03T13:51:38.034968Z,5.0,offlineLVA-riskProbability
2025-09-03T13:51:38.043829Z,106.0,offlineLVA-riskStress
2025-09-03T13:51:38.054282Z,87.0,offlineLVA-subjectiveEffortLevel
2025-09-03T13:51:38.064104Z,13.0,offlineLVA-value
2025-09-03T13:51:38.073014Z,13.0,onlineLVA
2025-09-03T13:51:38.082103Z,1402.0,overallCognitiveActivity
2025-09-03T13:51:38.093704Z,4.0,oz1
2025-09-03T13:51:38.103182Z,4.0,oz2
2025-09-03T13:51:38.112432Z,117.0,risk1
2025-09-03T13:51:38.121402Z,98.0,risk2
2025-09-03T13:51:38.130015Z,255.0,riskOZ
2025-09-03T13:51:38.139535Z,0.0,sad
2025-09-03T13:51:38.148317Z,8.0,stress
2025-09-03T13:51:38.157051Z,16.0,uncertainty
2025-09-03T13:51:38.166430Z,0.0,uneasy
2025-09-03T13:51:38.176331Z,14.0,voiceEnergy
2025-09-03T13:51:38.185511Z,16.0,EDP-Anticipation
2025-09-03T13:51:38.198343Z,72.0,EDP-Concentrated
2025-09-03T13:51:38.204546Z,39.0,EDP-Confident
2025-09-03T13:51:38.214478Z,82.0,EDP-Distress
2025-09-03T13:51:38.225054Z,93.0,EDP-Emotional
2025-09-03T13:51:38.235035Z,57.0,EDP-Energetic
2025-09-03T13:51:38.244541Z,39.0,EDP-Hesitation
2025-09-03T13:51:38.255261Z,0.0,EDP-Passionate
2025-09-03T13:51:38.265585Z,50.0,EDP-Stressful
2025-09-03T13:51:38.275720Z,25.0,EDP-Thoughtful
2025-09-03T13:51:38.285183Z,1.0,EDP-Uneasy
2025-09-03T13:51:38.295742Z,1.0,EmotionPlayer-Aggression
2025-09-03T13:51:38.306414Z,88.0,EmotionPlayer-Energy
2025-09-03T13:51:38.317150Z,0.0,EmotionPlayer-Joy
2025-09-03T13:51:38.328213Z,255.0,EmotionPlayer-Risk
2025-09-03T13:51:38.339514Z,0.0,EmotionPlayer-Sad
2025-09-03T13:51:38.350157Z,69.0,EmotionPlayer-Stress
2025-09-03T13:51:38.361000Z,18.0,JQ
2025-09-03T13:51:38.374874Z,49.0,JQcl
2025-09-03T13:51:38.385522Z,98.0,LVA-CognitiveStress
2025-09-03T13:51:38.396792Z,91.0,LVA-EmotionStress
2025-09-03T13:51:38.407476Z,121.0,LVA-EnergyStress
2025-09-03T13:51:38.418616Z,93.0,LVA-GlobalStress
2025-09-03T13:51:38.429887Z,103.0,LVA-MentalEffort
2025-09-03T13:51:38.443118Z,98.0,LVA-SOSStress
2025-09-03T13:51:38.454004Z,105.0,LVARiskStress
2025-09-03T13:51:38.465084Z,85.0,SOS
2025-09-03T13:51:38.476686Z,622.0,VOL1
2025-09-03T13:51:38.486654Z,63.0,VOL2
2025-09-03T13:51:38.497333Z,0.0,aggression
2025-09-03T13:51:38.508371Z,3.0,anticipation
2025-09-03T13:51:38.519003Z,0.0,arousal
2025-09-03T13:51:38.529820Z,30.0,atmosphere
2025-09-03T13:51:38.542730Z,0.0,channel
2025-09-03T13:51:38.554226Z,96.0,cognitiveHighLowBalance
2025-09-03T13:51:38.566031Z,19.0,concentration
2025-09-03T13:51:38.575864Z,0.0,dissatisfied
2025-09-03T13:51:38.585869Z,62.0,emotionBalance
2025-09-03T13:51:38.598663Z,211.0,emotionCognitiveRatio
2025-09-03T13:51:38.613701Z,9.0,emotionEnergyBalance
2025-09-03T13:51:38.626822Z,18.0,energy
2025-09-03T13:51:38.636316Z,30.0,excitement
2025-09-03T13:51:38.645373Z,15.0,extremeEmotion
2025-09-03T13:51:38.658042Z,98.0,finalRiskLevel
2025-09-03T13:51:38.679176Z,16.0,hesitation
2025-09-03T13:51:38.692803Z,1.0,imagination
2025-09-03T13:51:38.706948Z,35.0,index
2025-09-03T13:51:38.720087Z,0.0,joy
2025-09-03T13:51:38.732212Z,2.0,mentalEffort
2025-09-03T13:51:38.742900Z,99.0,offlineLVA-cognitiveStress
2025-09-03T13:51:38.752780Z,0.0,offlineLVA-deceptionPatterns
2025-09-03T13:51:38.763247Z,87.0,offlineLVA-emotionStress
2025-09-03T13:51:38.774701Z,30.0,offlineLVA-frgStress
2025-09-03T13:51:38.785229Z,108.0,offlineLVA-globalStress
2025-09-03T13:51:38.795225Z,43.0,offlineLVA-riskProbability
2025-09-03T13:51:38.804316Z,138.0,offlineLVA-riskStress
2025-09-03T13:51:38.813568Z,102.0,offlineLVA-subjectiveEffortLevel
2025-09-03T13:51:38.822875Z,13.0,offlineLVA-value
2025-09-03T13:51:38.833157Z,13.0,onlineLVA
2025-09-03T13:51:38.842693Z,1824.0,overallCognitiveActivity
2025-09-03T13:51:38.853034Z,4.0,oz1
2025-09-03T13:51:38.863970Z,4.0,oz2
2025-09-03T13:51:38.875426Z,105.0,risk1
2025-09-03T13:51:38.886564Z,98.0,risk2
2025-09-03T13:51:38.901039Z,255.0,riskOZ
2025-09-03T13:51:38.915607Z,0.0,sad
2025-09-03T13:51:38.931120Z,4.0,stress
2025-09-03T13:51:38.946913Z,16.0,uncertainty
2025-09-03T13:51:38.962813Z,0.0,uneasy
2025-09-03T13:51:38.978600Z,12.0,voiceEnergy
2025-09-03T13:51:38.991355Z,16.0,EDP-Anticipation
2025-09-03T13:51:39.003807Z,73.0,EDP-Concentrated
2025-09-03T13:51:39.015360Z,39.0,EDP-Confident
2025-09-03T13:51:39.024140Z,82.0,EDP-Distress
2025-09-03T13:51:39.033653Z,93.0,EDP-Emotional
2025-09-03T13:51:39.043263Z,63.0,EDP-Energetic
2025-09-03T13:51:39.053995Z,41.0,EDP-Hesitation
2025-09-03T13:51:39.063231Z,0.0,EDP-Passionate
2025-09-03T13:51:39.072135Z,50.0,EDP-Stressful
2025-09-03T13:51:39.082254Z,24.0,EDP-Thoughtful
2025-09-03T13:51:39.097329Z,1.0,EDP-Uneasy
2025-09-03T13:51:39.106726Z,6.0,EmotionPlayer-Aggression
2025-09-03T13:51:39.115536Z,93.0,EmotionPlayer-Energy
2025-09-03T13:51:39.125923Z,0.0,EmotionPlayer-Joy
2025-09-03T13:51:39.135988Z,255.0,EmotionPlayer-Risk
2025-09-03T13:51:39.145111Z,0.0,EmotionPlayer-Sad
2025-09-03T13:51:39.155103Z,71.0,EmotionPlayer-Stress
2025-09-03T13:51:39.165160Z,18.0,JQ
2025-09-03T13:51:39.175350Z,50.0,JQcl
2025-09-03T13:51:39.184861Z,99.0,LVA-CognitiveStress
2025-09-03T13:51:39.200348Z,91.0,LVA-EmotionStress
2025-09-03T13:51:39.210335Z,128.0,LVA-EnergyStress
2025-09-03T13:51:39.218227Z,91.0,LVA-GlobalStress
2025-09-03T13:51:39.227205Z,99.0,LVA-MentalEffort
2025-09-03T13:51:39.236143Z,95.0,LVA-SOSStress
2025-09-03T13:51:39.246900Z,105.0,LVARiskStress
2025-09-03T13:51:39.255559Z,85.0,SOS
2025-09-03T13:51:39.265260Z,622.0,VOL1
2025-09-03T13:51:39.274624Z,63.0,VOL2
2025-09-03T13:51:39.284136Z,0.0,aggression
2025-09-03T13:51:39.294465Z,3.0,anticipation
2025-09-03T13:51:39.305230Z,0.0,arousal
2025-09-03T13:51:39.316037Z,30.0,atmosphere
2025-09-03T13:51:39.327255Z,1.0,channel
2025-09-03T13:51:39.338086Z,93.0,cognitiveHighLowBalance
2025-09-03T13:51:39.350716Z,19.0,concentration
2025-09-03T13:51:39.362069Z,0.0,dissatisfied
2025-09-03T13:51:39.373421Z,62.0,emotionBalance
2025-09-03T13:51:39.385631Z,221.0,emotionCognitiveRatio
2025-09-03T13:51:39.400870Z,8.0,emotionEnergyBalance
2025-09-03T13:51:39.416757Z,20.0,energy
2025-09-03T13:51:39.429052Z,30.0,excitement
2025-09-03T13:51:39.440440Z,16.0,extremeEmotion
2025-09-03T13:51:39.450601Z,98.0,finalRiskLevel
2025-09-03T13:51:39.461425Z,16.0,hesitation
2025-09-03T13:51:39.474330Z,0.0,imagination
2025-09-03T13:51:39.486080Z,36.0,index
2025-09-03T13:51:39.500481Z,0.0,joy
2025-09-03T13:51:39.516525Z,1.0,mentalEffort
2025-09-03T13:51:39.534297Z,100.0,offlineLVA-cognitiveStress
2025-09-03T13:51:39.546342Z,0.0,offlineLVA-deceptionPatterns
2025-09-03T13:51:39.559272Z,85.0,offlineLVA-emotionStress
2025-09-03T13:51:39.571367Z,30.0,offlineLVA-frgStress
2025-09-03T13:51:39.583347Z,106.0,offlineLVA-globalStress
2025-09-03T13:51:39.595377Z,43.0,offlineLVA-riskProbability
2025-09-03T13:51:39.608128Z,137.0,offlineLVA-riskStress
2025-09-03T13:51:39.620762Z,98.0,offlineLVA-subjectiveEffortLevel
2025-09-03T13:51:39.634245Z,13.0,offlineLVA-value
2025-09-03T13:51:39.647836Z,13.0,onlineLVA
2025-09-03T13:51:39.662655Z,1852.0,overallCognitiveActivity
2025-09-03T13:51:39.680280Z,4.0,oz1
2025-09-03T13:51:39.693655Z,4.0,oz2
2025-09-03T13:51:39.704863Z,105.0,risk1
2025-09-03T13:51:39.717428Z,98.0,risk2
2025-09-03T13:51:39.732618Z,255.0,riskOZ
2025-09-03T13:51:39.748984Z,0.0,sad
2025-09-03T13:51:39.764756Z,4.0,stress
2025-09-03T13:51:39.778859Z,16.0,uncertainty
2025-09-03T13:51:39.790891Z,0.0,uneasy
2025-09-03T13:51:39.803724Z,12.0,voiceEnergy
2025-09-03T13:51:39.816361Z,7.0,EDP-Anticipation
2025-09-03T13:51:39.833956Z,90.0,EDP-Concentrated
2025-09-03T13:51:39.847305Z,67.0,EDP-Confident
2025-09-03T13:51:39.862456Z,28.0,EDP-Distress
2025-09-03T13:51:39.874871Z,68.0,EDP-Emotional
2025-09-03T13:51:39.886964Z,61.0,EDP-Energetic
2025-09-03T13:51:39.902086Z,46.0,EDP-Hesitation
2025-09-03T13:51:39.918290Z,0.0,EDP-Passionate
2025-09-03T13:51:39.932892Z,33.0,EDP-Stressful
2025-09-03T13:51:39.950403Z,22.0,EDP-Thoughtful
2025-09-03T13:51:39.961619Z,1.0,EDP-Uneasy
2025-09-03T13:51:39.973323Z,24.0,EmotionPlayer-Aggression
2025-09-03T13:51:39.985225Z,98.0,EmotionPlayer-Energy
2025-09-03T13:51:39.996023Z,0.0,EmotionPlayer-Joy
2025-09-03T13:51:40.006073Z,255.0,EmotionPlayer-Risk
2025-09-03T13:51:40.016682Z,0.0,EmotionPlayer-Sad
2025-09-03T13:51:40.026756Z,52.0,EmotionPlayer-Stress
2025-09-03T13:51:40.037171Z,10.0,JQ
2025-09-03T13:51:40.046692Z,33.0,JQcl
2025-09-03T13:51:40.057197Z,165.0,LVA-CognitiveStress
2025-09-03T13:51:40.067377Z,109.0,LVA-EmotionStress
2025-09-03T13:51:40.077761Z,112.0,LVA-EnergyStress
