time,state,topic
2025-11-03T14:42:11.005799Z,1143.68,PM1/sensor/steinel_lux/state
2025-11-03T14:42:11.058864Z,1075.84,PM1/sensor/ee_lux/state
2025-11-03T14:42:11.730983Z,1081.6,PM1/sensor/ee_lux/state
2025-11-03T14:42:14.906870Z,1075.84,PM1/sensor/ee_lux/state
2025-11-03T14:42:17.620839Z,1081.6,PM1/sensor/ee_lux/state
2025-11-03T14:42:19.190911Z,1088.0,PM1/sensor/ee_lux/state
2025-11-03T14:42:20.711055Z,25.86,PM1/sensor/steinel_tmp/state
2025-11-03T14:42:20.755864Z,11.53,PM1/sensor/steinel_dptmp/state
2025-11-03T14:42:20.805688Z,40.8,PM1/sensor/steinel_hih/state
2025-11-03T14:42:20.914161Z,100168.9,PM1/sensor/steinel_rel_air_pressure/state
2025-11-03T14:42:21.016381Z,1141.76,PM1/sensor/steinel_lux/state
2025-11-03T14:42:21.880889Z,1081.6,PM1/sensor/ee_lux/state
2025-11-03T14:42:26.587639Z,1075.84,PM1/sensor/ee_lux/state
2025-11-03T14:42:26.855762Z,32.52,PM1/sensor/ee_hih/state
2025-11-03T14:42:26.950941Z,29.76,PM1/sensor/ee_tmp/state
2025-11-03T14:42:27.090957Z,1065.6,PM1/sensor/ee_lux/state
2025-11-03T14:42:27.605929Z,1059.84,PM1/sensor/ee_lux/state
2025-11-03T14:42:30.701139Z,1138.56,PM1/sensor/steinel_lux/state
2025-11-03T14:42:30.846276Z,11.57,PM1/sensor/steinel_dptmp/state
2025-11-03T14:42:30.846344Z,40.9,PM1/sensor/steinel_hih/state
2025-11-03T14:42:32.377777Z,1053.44,PM1/sensor/ee_lux/state
2025-11-03T14:42:34.881648Z,1059.84,PM1/sensor/ee_lux/state
2025-11-03T14:42:35.391059Z,1065.6,PM1/sensor/ee_lux/state
2025-11-03T14:42:38.816067Z,1059.84,PM1/sensor/ee_lux/state
2025-11-03T14:42:40.688045Z,1140.48,PM1/sensor/steinel_lux/state
2025-11-03T14:42:40.981137Z,33.0,PM1/sensor/steinel_voc/state
2025-11-03T14:42:49.155783Z,1053.44,PM1/sensor/ee_lux/state
2025-11-03T14:42:50.688288Z,1141.76,PM1/sensor/steinel_lux/state
2025-11-03T14:42:50.736085Z,25.88,PM1/sensor/steinel_tmp/state
2025-11-03T14:42:50.785759Z,11.55,PM1/sensor/steinel_dptmp/state
2025-11-03T14:42:50.835970Z,40.8,PM1/sensor/steinel_hih/state
2025-11-03T14:42:50.888998Z,99370.0,PM1/sensor/steinel_abs_air_pressure/state
2025-11-03T14:42:50.944577Z,100169.9,PM1/sensor/steinel_rel_air_pressure/state
2025-11-03T14:42:52.307786Z,1047.68,PM1/sensor/ee_lux/state
2025-11-03T14:42:52.897792Z,1053.44,PM1/sensor/ee_lux/state
2025-11-03T14:42:53.404912Z,1059.84,PM1/sensor/ee_lux/state
2025-11-03T14:42:54.640384Z,1065.6,PM1/sensor/ee_lux/state
2025-11-03T14:42:55.597984Z,1059.84,PM1/sensor/ee_lux/state
2025-11-03T14:42:56.245834Z,1053.44,PM1/sensor/ee_lux/state
2025-11-03T14:42:56.847797Z,1047.68,PM1/sensor/ee_lux/state
2025-11-03T14:42:58.015792Z,1040.0,PM1/sensor/ee_lux/state
2025-11-03T14:42:58.490964Z,1046.4,PM1/sensor/ee_lux/state
2025-11-03T14:42:59.015735Z,1052.8,PM1/sensor/ee_lux/state
2025-11-03T14:42:59.887889Z,1042.56,PM1/sensor/ee_lux/state
2025-11-03T14:43:00.438023Z,1048.96,PM1/sensor/ee_lux/state
2025-11-03T14:43:00.785668Z,25.9,PM1/sensor/steinel_tmp/state
2025-11-03T14:43:00.785717Z,11.57,PM1/sensor/steinel_dptmp/state
2025-11-03T14:43:00.941014Z,100169.8,PM1/sensor/steinel_rel_air_pressure/state
2025-11-03T14:43:00.991124Z,34.0,PM1/sensor/steinel_voc/state
2025-11-03T14:43:01.243773Z,1042.56,PM1/sensor/ee_lux/state
2025-11-03T14:43:01.729091Z,1026.56,PM1/sensor/ee_lux/state
2025-11-03T14:43:02.296490Z,1034.88,PM1/sensor/ee_lux/state
2025-11-03T14:43:02.788072Z,1051.52,PM1/sensor/ee_lux/state
2025-11-03T14:43:03.288063Z,1061.76,PM1/sensor/ee_lux/state
2025-11-03T14:43:04.437786Z,1067.52,PM1/sensor/ee_lux/state
2025-11-03T14:43:06.178295Z,1061.76,PM1/sensor/ee_lux/state
2025-11-03T14:43:10.667831Z,1140.48,PM1/sensor/steinel_lux/state
2025-11-03T14:43:10.720720Z,25.88,PM1/sensor/steinel_tmp/state
2025-11-03T14:43:10.819008Z,11.5,PM1/sensor/steinel_dptmp/state
2025-11-03T14:43:10.819059Z,40.7,PM1/sensor/steinel_hih/state
2025-11-03T14:43:10.968993Z,100169.9,PM1/sensor/steinel_rel_air_pressure/state
2025-11-03T14:43:12.777871Z,1056.0,PM1/sensor/ee_lux/state
2025-11-03T14:43:19.060978Z,1061.76,PM1/sensor/ee_lux/state
2025-11-03T14:43:20.745709Z,11.51,PM1/sensor/steinel_dptmp/state
2025-11-03T14:43:26.747446Z,32.44,PM1/sensor/ee_hih/state
2025-11-03T14:43:26.900830Z,29.78,PM1/sensor/ee_tmp/state
2025-11-03T14:43:30.761053Z,11.5,PM1/sensor/steinel_dptmp/state
2025-11-03T14:43:32.246899Z,1056.0,PM1/sensor/ee_lux/state
2025-11-03T14:43:36.796985Z,1061.76,PM1/sensor/ee_lux/state
2025-11-03T14:43:39.425637Z,1067.52,PM1/sensor/ee_lux/state
2025-11-03T14:43:40.648132Z,25.9,PM1/sensor/steinel_tmp/state
2025-11-03T14:43:40.695745Z,11.53,PM1/sensor/steinel_dptmp/state
2025-11-03T14:43:40.845903Z,100169.8,PM1/sensor/steinel_rel_air_pressure/state
2025-11-03T14:43:40.950881Z,1138.56,PM1/sensor/steinel_lux/state
2025-11-03T14:43:41.571568Z,1061.76,PM1/sensor/ee_lux/state
2025-11-03T14:43:42.060750Z,1054.72,PM1/sensor/ee_lux/state
2025-11-03T14:43:42.675953Z,1044.48,PM1/sensor/ee_lux/state
2025-11-03T14:43:43.178152Z,1003.52,PM1/sensor/ee_lux/state
2025-11-03T14:43:43.677692Z,983.68,PM1/sensor/ee_lux/state
2025-11-03T14:43:44.181683Z,977.92,PM1/sensor/ee_lux/state
2025-11-03T14:43:45.027781Z,988.8,PM1/sensor/ee_lux/state
2025-11-03T14:43:45.527990Z,1034.88,PM1/sensor/ee_lux/state
2025-11-03T14:43:46.025693Z,1049.6,PM1/sensor/ee_lux/state
2025-11-03T14:43:46.525642Z,1056.64,PM1/sensor/ee_lux/state
2025-11-03T14:43:48.268043Z,1042.56,PM1/sensor/ee_lux/state
2025-11-03T14:43:48.781440Z,993.92,PM1/sensor/ee_lux/state
2025-11-03T14:43:49.270791Z,978.56,PM1/sensor/ee_lux/state
2025-11-03T14:43:50.675912Z,988.8,PM1/sensor/ee_lux/state
2025-11-03T14:43:50.721569Z,11.56,PM1/sensor/steinel_dptmp/state
2025-11-03T14:43:50.770691Z,40.8,PM1/sensor/steinel_hih/state
2025-11-03T14:43:50.916059Z,33.0,PM1/sensor/steinel_voc/state
2025-11-03T14:43:50.965947Z,1139.84,PM1/sensor/steinel_lux/state
2025-11-03T14:43:51.180907Z,1000.96,PM1/sensor/ee_lux/state
2025-11-03T14:43:51.691053Z,1021.44,PM1/sensor/ee_lux/state
2025-11-03T14:43:52.165576Z,1044.48,PM1/sensor/ee_lux/state
2025-11-03T14:43:53.007719Z,1050.88,PM1/sensor/ee_lux/state
2025-11-03T14:43:53.507529Z,1056.64,PM1/sensor/ee_lux/state
2025-11-03T14:43:55.407772Z,1062.4,PM1/sensor/ee_lux/state
2025-11-03T14:43:56.001070Z,1068.8,PM1/sensor/ee_lux/state
2025-11-03T14:43:56.490954Z,1076.48,PM1/sensor/ee_lux/state
2025-11-03T14:44:00.655627Z,1138.56,PM1/sensor/steinel_lux/state
2025-11-03T14:44:00.710829Z,25.86,PM1/sensor/steinel_tmp/state
2025-11-03T14:44:00.773940Z,11.46,PM1/sensor/steinel_dptmp/state
2025-11-03T14:44:00.828857Z,40.58,PM1/sensor/steinel_hih/state
2025-11-03T14:44:00.880971Z,99371.0,PM1/sensor/steinel_abs_air_pressure/state
2025-11-03T14:44:00.880989Z,100170.9,PM1/sensor/steinel_rel_air_pressure/state
2025-11-03T14:44:10.637653Z,25.9,PM1/sensor/steinel_tmp/state
2025-11-03T14:44:10.685690Z,11.49,PM1/sensor/steinel_dptmp/state
2025-11-03T14:44:10.799604Z,100170.8,PM1/sensor/steinel_rel_air_pressure/state
2025-11-03T14:44:11.438675Z,1079.68,PM1/sensor/ee_lux/state
2025-11-07T19:01:19.841319Z,17.31,PM1/sensor/ee_tmp/state
2025-11-07T19:01:22.212924Z,40.0,PM1/sensor/steinel_lux/state
2025-11-07T19:01:22.212947Z,9.25,PM1/sensor/steinel_dptmp/state
2025-11-07T19:01:22.212978Z,67.4,PM1/sensor/steinel_hih/state
2025-11-07T19:01:24.486450Z,55.0,PM1/sensor/ee_hih/state
2025-11-07T19:01:31.593357Z,15.25,PM1/sensor/steinel_tmp/state
2025-11-07T19:01:31.593386Z,9.24,PM1/sensor/steinel_dptmp/state
2025-11-07T19:01:31.944588Z,99987.0,PM1/sensor/steinel_abs_air_pressure/state
2025-11-07T19:01:31.944638Z,100821.7,PM1/sensor/steinel_rel_air_pressure/state
2025-11-07T19:01:31.944654Z,0.0,PM1/sensor/steinel_voc/state
2025-11-07T19:01:41.518458Z,39.0,PM1/sensor/steinel_lux/state
2025-11-07T19:01:41.612372Z,15.31,PM1/sensor/steinel_tmp/state
2025-11-07T19:01:41.612425Z,9.3,PM1/sensor/steinel_dptmp/state
2025-11-07T19:01:41.713304Z,100821.5,PM1/sensor/steinel_rel_air_pressure/state
2025-11-07T19:01:48.033204Z,17.41,PM1/sensor/ee_tmp/state
2025-11-07T19:01:51.555079Z,15.32,PM1/sensor/steinel_tmp/state
2025-11-07T19:01:51.648209Z,9.28,PM1/sensor/steinel_dptmp/state
2025-11-07T19:01:51.648327Z,67.28,PM1/sensor/steinel_hih/state
2025-11-07T19:01:51.857498Z,1.0,PM1/sensor/steinel_voc/state
2025-11-07T19:02:01.466544Z,41.0,PM1/sensor/steinel_lux/state
2025-11-07T19:02:01.559947Z,15.36,PM1/sensor/steinel_tmp/state
2025-11-07T19:02:01.559990Z,9.32,PM1/sensor/steinel_dptmp/state
2025-11-07T19:02:01.654654Z,99988.0,PM1/sensor/steinel_abs_air_pressure/state
2025-11-07T19:02:01.769397Z,100822.4,PM1/sensor/steinel_rel_air_pressure/state
2025-11-07T19:02:01.769420Z,0.0,PM1/sensor/steinel_voc/state
2025-11-07T19:02:11.461538Z,38.0,PM1/sensor/steinel_lux/state
2025-11-07T19:02:11.562222Z,15.4,PM1/sensor/steinel_tmp/state
2025-11-07T19:02:11.562263Z,9.36,PM1/sensor/steinel_dptmp/state
2025-11-07T19:02:11.770905Z,100822.3,PM1/sensor/steinel_rel_air_pressure/state
2025-11-07T19:02:11.770938Z,1.0,PM1/sensor/steinel_voc/state
2025-11-07T19:02:14.607196Z,17.51,PM1/sensor/ee_tmp/state
2025-11-07T19:02:21.509225Z,15.43,PM1/sensor/steinel_tmp/state
2025-11-07T19:02:21.617268Z,9.37,PM1/sensor/steinel_dptmp/state
2025-11-07T19:02:21.617309Z,67.16,PM1/sensor/steinel_hih/state
2025-11-07T19:02:21.720774Z,100822.2,PM1/sensor/steinel_rel_air_pressure/state
2025-11-07T19:02:21.813407Z,0.0,PM1/sensor/steinel_voc/state
2025-11-07T19:02:24.071654Z,54.36,PM1/sensor/ee_hih/state
2025-11-07T19:02:31.467446Z,40.0,PM1/sensor/steinel_lux/state
2025-11-07T19:02:31.579485Z,9.35,PM1/sensor/steinel_dptmp/state
2025-11-07T19:02:31.691526Z,67.08,PM1/sensor/steinel_hih/state
2025-11-07T19:02:31.691547Z,99989.0,PM1/sensor/steinel_abs_air_pressure/state
2025-11-07T19:02:31.691567Z,100823.2,PM1/sensor/steinel_rel_air_pressure/state
2025-11-07T19:02:31.791682Z,1.0,PM1/sensor/steinel_voc/state
2025-11-07T19:02:41.500633Z,15.47,PM1/sensor/steinel_tmp/state
2025-11-07T19:02:41.593044Z,9.38,PM1/sensor/steinel_dptmp/state
2025-11-07T19:02:41.693211Z,100823.1,PM1/sensor/steinel_rel_air_pressure/state
2025-11-07T19:02:41.793518Z,0.0,PM1/sensor/steinel_voc/state
2025-11-07T19:02:47.208045Z,17.61,PM1/sensor/ee_tmp/state
2025-11-07T19:02:51.429196Z,38.0,PM1/sensor/steinel_lux/state
2025-11-07T19:02:51.529332Z,15.49,PM1/sensor/steinel_tmp/state
2025-11-07T19:02:51.529397Z,9.4,PM1/sensor/steinel_dptmp/state
2025-11-07T19:02:51.721339Z,100823.0,PM1/sensor/steinel_rel_air_pressure/state
2025-11-07T19:03:01.466361Z,15.51,PM1/sensor/steinel_tmp/state
2025-11-07T19:03:01.559486Z,9.42,PM1/sensor/steinel_dptmp/state
2025-11-07T19:03:01.652074Z,99990.0,PM1/sensor/steinel_abs_air_pressure/state
2025-11-07T19:03:01.652099Z,100824.0,PM1/sensor/steinel_rel_air_pressure/state
2025-11-07T19:03:01.797663Z,1.0,PM1/sensor/steinel_voc/state
2025-11-07T19:03:05.689189Z,27.0,PM1/sensor/ee_lux/state
2025-11-07T19:03:06.389079Z,33.0,PM1/sensor/ee_lux/state
2025-11-07T19:03:09.023888Z,27.0,PM1/sensor/ee_lux/state
2025-11-07T19:03:11.418268Z,40.0,PM1/sensor/steinel_lux/state
2025-11-07T19:03:11.510404Z,15.54,PM1/sensor/steinel_tmp/state
2025-11-07T19:03:11.510429Z,9.47,PM1/sensor/steinel_dptmp/state
2025-11-07T19:03:11.639370Z,67.16,PM1/sensor/steinel_hih/state
2025-11-07T19:03:11.639387Z,100823.9,PM1/sensor/steinel_rel_air_pressure/state
2025-11-07T19:03:21.432402Z,39.0,PM1/sensor/steinel_lux/state
2025-11-07T19:03:21.527343Z,15.58,PM1/sensor/steinel_tmp/state
2025-11-07T19:03:21.527380Z,9.51,PM1/sensor/steinel_dptmp/state
2025-11-07T19:03:21.731512Z,100823.8,PM1/sensor/steinel_rel_air_pressure/state
2025-11-07T19:03:21.731564Z,0.0,PM1/sensor/steinel_voc/state
2025-11-07T19:03:22.683074Z,21.0,PM1/sensor/ee_lux/state
2025-11-07T19:03:22.981611Z,17.71,PM1/sensor/ee_tmp/state
2025-11-07T19:03:24.155341Z,54.0,PM1/sensor/ee_hih/state
2025-11-07T19:03:25.342219Z,27.0,PM1/sensor/ee_lux/state
2025-11-07T19:03:26.120071Z,33.0,PM1/sensor/ee_lux/state
2025-11-07T19:03:28.111393Z,27.0,PM1/sensor/ee_lux/state
2025-11-07T19:03:31.458205Z,15.59,PM1/sensor/steinel_tmp/state
2025-11-07T19:03:31.548983Z,9.5,PM1/sensor/steinel_dptmp/state
2025-11-07T19:03:31.549025Z,67.08,PM1/sensor/steinel_hih/state
2025-11-07T19:03:31.640460Z,99991.0,PM1/sensor/steinel_abs_air_pressure/state
2025-11-07T19:03:31.640487Z,100824.7,PM1/sensor/steinel_rel_air_pressure/state
2025-11-07T19:03:41.407151Z,40.0,PM1/sensor/steinel_lux/state
2025-11-07T19:03:41.497962Z,15.62,PM1/sensor/steinel_tmp/state
2025-11-07T19:03:41.498002Z,9.53,PM1/sensor/steinel_dptmp/state
2025-11-07T19:03:41.790357Z,1.0,PM1/sensor/steinel_voc/state
2025-11-07T19:03:42.990478Z,22.0,PM1/sensor/ee_lux/state
2025-11-07T19:03:51.421838Z,38.0,PM1/sensor/steinel_lux/state
2025-11-07T19:03:51.517441Z,15.64,PM1/sensor/steinel_tmp/state
2025-11-07T19:03:51.517497Z,17.81,PM1/sensor/ee_tmp/state
2025-11-07T19:03:51.517515Z,9.52,PM1/sensor/steinel_dptmp/state
2025-11-07T19:03:51.609352Z,67.0,PM1/sensor/steinel_hih/state
2025-11-07T19:03:51.721870Z,100824.6,PM1/sensor/steinel_rel_air_pressure/state
2025-11-07T19:04:01.412048Z,40.0,PM1/sensor/steinel_lux/state
2025-11-07T19:04:11.368666Z,39.0,PM1/sensor/steinel_lux/state
2025-11-07T19:04:11.517670Z,15.68,PM1/sensor/steinel_tmp/state
2025-11-07T19:04:11.517730Z,9.56,PM1/sensor/steinel_dptmp/state
2025-11-07T19:04:11.618895Z,99992.0,PM1/sensor/steinel_abs_air_pressure/state
2025-11-07T19:04:11.618929Z,100825.5,PM1/sensor/steinel_rel_air_pressure/state
2025-11-07T19:04:13.068204Z,21.0,PM1/sensor/ee_lux/state
2025-11-07T19:04:21.416415Z,15.69,PM1/sensor/steinel_tmp/state
2025-11-07T19:04:21.509382Z,9.55,PM1/sensor/steinel_dptmp/state
2025-11-07T19:04:21.509428Z,66.88,PM1/sensor/steinel_hih/state
2025-11-07T19:04:21.618309Z,99991.0,PM1/sensor/steinel_abs_air_pressure/state
2025-11-07T19:04:21.618340Z,100824.4,PM1/sensor/steinel_rel_air_pressure/state
2025-11-07T19:04:21.719623Z,2.0,PM1/sensor/steinel_voc/state
2025-11-07T19:04:24.080109Z,53.76,PM1/sensor/ee_hih/state
2025-11-07T19:04:26.172985Z,17.91,PM1/sensor/ee_tmp/state
2025-11-07T19:04:31.364055Z,38.0,PM1/sensor/steinel_lux/state
2025-11-07T19:04:31.468902Z,15.74,PM1/sensor/steinel_tmp/state
2025-11-07T19:04:31.468942Z,9.57,PM1/sensor/steinel_dptmp/state
2025-11-07T19:04:31.568330Z,66.8,PM1/sensor/steinel_hih/state
2025-11-07T19:04:31.568350Z,99992.0,PM1/sensor/steinel_abs_air_pressure/state
2025-11-07T19:04:31.676985Z,100825.3,PM1/sensor/steinel_rel_air_pressure/state
2025-11-07T19:04:41.356725Z,37.0,PM1/sensor/steinel_lux/state
2025-11-07T19:04:41.479579Z,15.76,PM1/sensor/steinel_tmp/state
2025-11-07T19:04:41.479617Z,9.59,PM1/sensor/steinel_dptmp/state
2025-11-07T19:04:51.387883Z,38.0,PM1/sensor/steinel_lux/state
2025-11-07T19:04:51.498655Z,15.79,PM1/sensor/steinel_tmp/state
2025-11-07T19:04:51.498685Z,9.6,PM1/sensor/steinel_dptmp/state
2025-11-07T19:04:51.599298Z,66.68,PM1/sensor/steinel_hih/state
2025-11-07T19:04:51.599322Z,100825.2,PM1/sensor/steinel_rel_air_pressure/state
2025-11-07T19:05:01.410032Z,15.83,PM1/sensor/steinel_tmp/state
2025-11-07T19:05:01.515886Z,9.64,PM1/sensor/steinel_dptmp/state
2025-11-07T19:05:01.622144Z,100825.0,PM1/sensor/steinel_rel_air_pressure/state
2025-11-07T19:05:01.724545Z,1.0,PM1/sensor/steinel_voc/state
2025-11-07T19:05:02.901561Z,18.01,PM1/sensor/ee_tmp/state
2025-11-07T19:05:11.351590Z,37.0,PM1/sensor/steinel_lux/state
2025-11-07T19:05:11.452117Z,15.81,PM1/sensor/steinel_tmp/state
2025-11-07T19:05:11.452151Z,9.6,PM1/sensor/steinel_dptmp/state
2025-11-07T19:05:11.545265Z,66.6,PM1/sensor/steinel_hih/state
2025-11-07T19:05:11.545298Z,99993.0,PM1/sensor/steinel_abs_air_pressure/state
2025-11-07T19:05:11.545364Z,100826.1,PM1/sensor/steinel_rel_air_pressure/state
2025-11-07T19:05:21.371324Z,39.0,PM1/sensor/steinel_lux/state
2025-11-07T19:05:21.472413Z,15.85,PM1/sensor/steinel_tmp/state
2025-11-07T19:05:21.472449Z,9.66,PM1/sensor/steinel_dptmp/state
2025-11-07T19:05:21.603719Z,66.68,PM1/sensor/steinel_hih/state
2025-11-07T19:05:21.603748Z,99992.0,PM1/sensor/steinel_abs_air_pressure/state
2025-11-07T19:05:21.603776Z,100825.0,PM1/sensor/steinel_rel_air_pressure/state
2025-11-07T19:05:21.719384Z,0.0,PM1/sensor/steinel_voc/state
2025-11-07T19:05:24.094292Z,53.52,PM1/sensor/ee_hih/state
2025-11-07T19:05:31.338802Z,41.0,PM1/sensor/steinel_lux/state
2025-11-07T19:05:31.432424Z,15.86,PM1/sensor/steinel_tmp/state
2025-11-07T19:05:31.432483Z,9.67,PM1/sensor/steinel_dptmp/state
2025-11-07T19:05:31.617417Z,2.0,PM1/sensor/steinel_voc/state
2025-11-07T19:05:41.377103Z,15.89,PM1/sensor/steinel_tmp/state
2025-11-07T19:05:41.514638Z,66.6,PM1/sensor/steinel_hih/state
2025-11-07T19:05:41.622560Z,100824.9,PM1/sensor/steinel_rel_air_pressure/state
2025-11-07T19:05:41.622591Z,3.0,PM1/sensor/steinel_voc/state
2025-11-07T19:05:51.334357Z,40.0,PM1/sensor/steinel_lux/state
2025-11-07T19:05:51.710889Z,15.93,PM1/sensor/steinel_tmp/state
2025-11-07T19:05:51.710953Z,9.71,PM1/sensor/steinel_dptmp/state
2025-11-07T19:05:51.710985Z,100824.8,PM1/sensor/steinel_rel_air_pressure/state
2025-11-07T19:05:51.711019Z,1.0,PM1/sensor/steinel_voc/state
2025-11-07T19:05:52.100841Z,18.11,PM1/sensor/ee_tmp/state
2025-11-07T19:06:01.341479Z,39.0,PM1/sensor/steinel_lux/state
2025-11-07T19:06:01.449124Z,9.69,PM1/sensor/steinel_dptmp/state
2025-11-07T19:06:01.555580Z,66.48,PM1/sensor/steinel_hih/state
2025-11-07T19:06:11.356077Z,15.96,PM1/sensor/steinel_tmp/state
2025-11-07T19:06:11.466187Z,9.72,PM1/sensor/steinel_dptmp/state
2025-11-07T19:06:11.575494Z,99993.0,PM1/sensor/steinel_abs_air_pressure/state
2025-11-07T19:06:11.575513Z,100825.7,PM1/sensor/steinel_rel_air_pressure/state
2025-11-07T19:06:21.316180Z,40.0,PM1/sensor/steinel_lux/state
2025-11-07T19:06:21.427364Z,15.99,PM1/sensor/steinel_tmp/state
2025-11-07T19:06:21.427407Z,66.4,PM1/sensor/steinel_hih/state
2025-11-07T19:06:21.522289Z,100825.6,PM1/sensor/steinel_rel_air_pressure/state
2025-11-07T19:06:21.638288Z,0.0,PM1/sensor/steinel_voc/state
2025-11-07T19:06:24.098128Z,53.0,PM1/sensor/ee_hih/state
2025-11-07T19:06:29.592416Z,18.21,PM1/sensor/ee_tmp/state
2025-11-07T19:06:31.310267Z,39.0,PM1/sensor/steinel_lux/state
2025-11-07T19:06:31.526219Z,16.03,PM1/sensor/steinel_tmp/state
2025-11-07T19:06:31.526254Z,9.76,PM1/sensor/steinel_dptmp/state
2025-11-07T19:06:31.526297Z,100825.5,PM1/sensor/steinel_rel_air_pressure/state
2025-11-07T19:06:31.617256Z,1.0,PM1/sensor/steinel_voc/state
2025-11-07T19:06:41.348410Z,16.02,PM1/sensor/steinel_tmp/state
2025-11-07T19:06:41.440596Z,9.73,PM1/sensor/steinel_dptmp/state
2025-11-07T19:06:41.440638Z,66.28,PM1/sensor/steinel_hih/state
2025-11-07T19:06:51.322420Z,16.04,PM1/sensor/steinel_tmp/state
2025-11-07T19:06:51.419259Z,66.16,PM1/sensor/steinel_hih/state
2025-11-07T19:06:51.520310Z,100825.4,PM1/sensor/steinel_rel_air_pressure/state
2025-11-07T19:06:51.619391Z,2.0,PM1/sensor/steinel_voc/state
2025-11-07T19:07:01.268333Z,38.0,PM1/sensor/steinel_lux/state
2025-11-07T19:07:01.376469Z,16.09,PM1/sensor/steinel_tmp/state
2025-11-07T19:07:01.376496Z,9.8,PM1/sensor/steinel_dptmp/state
2025-11-07T19:07:01.479236Z,66.28,PM1/sensor/steinel_hih/state
2025-11-07T19:07:01.479255Z,100825.3,PM1/sensor/steinel_rel_air_pressure/state
2025-11-07T19:07:01.583199Z,1.0,PM1/sensor/steinel_voc/state
2025-11-07T19:07:11.253495Z,39.0,PM1/sensor/steinel_lux/state
2025-11-07T19:07:11.349480Z,9.77,PM1/sensor/steinel_dptmp/state
2025-11-07T19:07:11.443501Z,66.16,PM1/sensor/steinel_hih/state
2025-11-07T19:07:17.525245Z,18.31,PM1/sensor/ee_tmp/state
2025-11-07T19:07:18.543693Z,27.0,PM1/sensor/ee_lux/state
2025-11-07T19:07:21.269248Z,41.0,PM1/sensor/steinel_lux/state
2025-11-07T19:07:21.369467Z,16.12,PM1/sensor/steinel_tmp/state
2025-11-07T19:07:21.369502Z,9.81,PM1/sensor/steinel_dptmp/state
2025-11-07T19:07:21.461982Z,100825.2,PM1/sensor/steinel_rel_air_pressure/state
2025-11-07T19:07:24.089668Z,52.8,PM1/sensor/ee_hih/state
2025-11-07T19:07:31.265252Z,39.0,PM1/sensor/steinel_lux/state
2025-11-07T19:07:31.377123Z,16.14,PM1/sensor/steinel_tmp/state
2025-11-07T19:07:31.377167Z,9.8,PM1/sensor/steinel_dptmp/state
2025-11-07T19:07:31.471530Z,66.08,PM1/sensor/steinel_hih/state
2025-11-07T19:07:33.617607Z,22.0,PM1/sensor/ee_lux/state
2025-11-07T19:07:41.292756Z,40.0,PM1/sensor/steinel_lux/state
2025-11-07T19:07:41.292801Z,16.15,PM1/sensor/steinel_tmp/state
2025-11-07T19:07:41.533643Z,9.81,PM1/sensor/steinel_dptmp/state
2025-11-07T19:07:41.533754Z,99994.0,PM1/sensor/steinel_abs_air_pressure/state
2025-11-07T19:07:41.533796Z,100826.1,PM1/sensor/steinel_rel_air_pressure/state
2025-11-07T19:07:41.533851Z,2.0,PM1/sensor/steinel_voc/state
2025-11-07T19:07:51.271500Z,16.2,PM1/sensor/steinel_tmp/state
2025-11-07T19:07:51.364778Z,9.84,PM1/sensor/steinel_dptmp/state
2025-11-07T19:07:51.364816Z,66.0,PM1/sensor/steinel_hih/state
2025-11-07T19:07:51.470404Z,99993.0,PM1/sensor/steinel_abs_air_pressure/state
2025-11-07T19:07:51.470427Z,100825.0,PM1/sensor/steinel_rel_air_pressure/state
2025-11-07T19:08:01.225450Z,38.0,PM1/sensor/steinel_lux/state
2025-11-07T19:08:01.677724Z,16.21,PM1/sensor/steinel_tmp/state
2025-11-07T19:08:01.677784Z,9.85,PM1/sensor/steinel_dptmp/state
2025-11-07T19:08:01.677909Z,99994.0,PM1/sensor/steinel_abs_air_pressure/state
2025-11-07T19:08:01.678147Z,100826.0,PM1/sensor/steinel_rel_air_pressure/state
2025-11-07T19:08:01.678210Z,1.0,PM1/sensor/steinel_voc/state
2025-11-07T19:08:03.401406Z,21.0,PM1/sensor/ee_lux/state
2025-11-07T19:08:07.481264Z,18.41,PM1/sensor/ee_tmp/state
2025-11-07T19:08:11.221773Z,39.0,PM1/sensor/steinel_lux/state
2025-11-07T19:08:11.371342Z,16.23,PM1/sensor/steinel_tmp/state
2025-11-07T19:08:11.371408Z,9.84,PM1/sensor/steinel_dptmp/state
2025-11-07T19:08:11.371434Z,65.88,PM1/sensor/steinel_hih/state
2025-11-07T19:08:11.560586Z,99993.0,PM1/sensor/steinel_abs_air_pressure/state
2025-11-07T19:08:11.560612Z,100824.9,PM1/sensor/steinel_rel_air_pressure/state
2025-11-07T19:08:21.850538Z,16.26,PM1/sensor/steinel_tmp/state
2025-11-07T19:08:21.850579Z,9.87,PM1/sensor/steinel_dptmp/state
2025-11-07T19:08:21.850608Z,99994.0,PM1/sensor/steinel_abs_air_pressure/state
2025-11-07T19:08:21.850696Z,100825.8,PM1/sensor/steinel_rel_air_pressure/state
2025-11-07T19:08:21.850758Z,0.0,PM1/sensor/steinel_voc/state
2025-11-07T19:08:24.100423Z,52.44,PM1/sensor/ee_hih/state
2025-11-07T19:08:31.263634Z,16.27,PM1/sensor/steinel_tmp/state
2025-11-07T19:08:31.500705Z,9.85,PM1/sensor/steinel_dptmp/state
2025-11-07T19:08:31.500757Z,65.8,PM1/sensor/steinel_hih/state
